timestamp,pH,bod,cod,tds,color_admi,turbidity_ntu,temperature_c,flow_lpm,is_event,risk_label
2026-07-14 16:35:54.732085,8.19,21.7,188.0,1502.3,168.8,16.6,31.4,120.5,False,Safe
2026-07-14 16:36:24.732085,6.95,13.7,191.4,1597.1,145.2,23.7,29.6,105.2,False,Safe
2026-07-14 16:36:54.732085,8.18,23.3,157.1,1837.2,214.6,29.1,35.5,113.8,False,Safe
2026-07-14 16:37:24.732085,7.33,9.0,155.6,1600.4,183.2,35.1,31.0,117.8,False,Safe
2026-07-14 16:37:54.732085,6.9,20.6,154.4,1657.8,188.4,28.6,29.8,105.3,False,Safe
2026-07-14 16:38:24.732085,6.88,12.0,167.2,1742.8,217.1,14.8,31.5,97.1,False,Safe
2026-07-14 16:38:54.732085,7.98,16.2,185.0,1623.8,191.9,35.1,34.7,127.2,False,Safe
2026-07-14 16:39:24.732085,7.31,17.6,245.8,1707.1,182.2,34.9,30.9,112.7,False,Safe
2026-07-14 16:39:54.732085,6.94,15.9,154.8,1431.1,213.4,23.7,33.2,129.9,False,Safe
2026-07-14 16:40:24.732085,7.08,16.1,150.0,1384.1,216.4,33.6,32.2,145.3,False,Safe
2026-07-14 16:40:54.732085,7.28,11.9,182.9,1571.0,162.1,29.8,28.5,93.0,False,Safe
2026-07-14 16:41:24.732085,7.13,22.0,156.1,1349.3,166.6,29.1,31.3,119.3,False,Safe
2026-07-14 16:41:54.732085,7.26,12.7,199.2,1635.0,148.2,25.2,31.0,107.2,False,Safe
2026-07-14 16:42:24.732085,7.75,12.7,202.9,1646.9,199.3,21.3,33.3,101.7,False,Safe
2026-07-14 16:42:54.732085,6.72,16.7,214.8,1222.6,238.8,20.2,30.8,97.6,False,Safe
2026-07-14 16:43:24.732085,7.34,14.6,179.2,1385.3,159.1,25.8,35.3,111.2,False,Safe
2026-07-14 16:43:54.732085,7.09,19.9,206.9,1488.3,203.2,30.7,32.7,111.0,False,Safe
2026-07-14 16:44:24.732085,6.94,15.1,135.2,1611.1,201.1,25.9,32.4,132.4,False,Safe
2026-07-14 16:44:54.732085,7.49,17.0,199.3,1638.6,158.9,26.6,33.2,108.5,False,Safe
2026-07-14 16:45:24.732085,6.62,17.4,187.1,1211.9,133.6,35.1,31.6,154.0,False,Safe
2026-07-14 16:45:54.732085,6.3,20.4,173.0,1607.8,220.6,34.8,28.6,110.1,False,Safe
2026-07-14 16:46:24.732085,7.2,15.1,162.7,1680.8,193.2,22.8,30.6,140.6,False,Safe
2026-07-14 16:46:54.732085,7.07,11.0,95.4,1407.4,193.3,26.9,30.3,142.4,False,Safe
2026-07-14 16:47:24.732085,6.65,14.1,184.5,1375.6,168.8,26.9,31.9,108.9,False,Safe
2026-07-14 16:47:54.732085,6.54,20.8,153.1,1438.0,148.5,34.0,30.0,126.6,False,Safe
2026-07-14 16:48:24.732085,7.82,18.0,157.7,1303.0,132.3,24.7,32.3,159.0,False,Safe
2026-07-14 16:48:54.732085,7.31,15.5,172.3,1584.2,172.8,34.2,34.3,113.6,False,Safe
2026-07-14 16:49:24.732085,7.17,17.1,175.4,1470.1,150.7,35.5,30.4,147.1,False,Safe
2026-07-14 16:49:54.732085,7.92,16.0,148.1,1575.1,146.9,30.3,29.7,116.7,False,Safe
2026-07-14 16:50:24.732085,7.5,19.6,147.3,1857.7,201.1,26.7,30.2,107.9,False,Safe
2026-07-14 16:50:54.732085,7.75,18.0,144.4,1492.5,200.3,21.5,32.4,128.8,False,Safe
2026-07-14 16:51:24.732085,6.72,15.8,170.3,1699.0,226.8,29.7,32.4,125.4,False,Safe
2026-07-14 16:51:54.732085,6.69,20.0,198.2,1537.1,198.1,29.8,34.3,99.3,False,Safe
2026-07-14 16:52:24.732085,7.34,21.0,173.0,1379.2,194.9,32.8,31.3,98.0,False,Safe
2026-07-14 16:52:54.732085,7.27,13.7,176.2,1494.2,139.0,24.4,31.1,146.1,False,Safe
2026-07-14 16:53:24.732085,7.54,13.7,162.0,1626.2,129.2,18.3,29.8,99.3,False,Safe
2026-07-14 16:53:54.732085,6.52,25.3,156.8,1697.4,222.1,26.1,31.9,138.6,False,Safe
2026-07-14 16:54:24.732085,7.34,19.0,152.7,1538.2,166.2,31.9,29.5,127.8,False,Safe
2026-07-14 16:54:54.732085,7.45,22.7,159.2,1542.0,170.1,29.8,29.6,137.2,False,Safe
2026-07-14 16:55:24.732085,7.45,19.9,133.6,1632.7,168.9,27.9,30.3,126.0,False,Safe
2026-07-14 16:55:54.732085,7.01,18.3,202.8,1216.6,152.4,28.2,32.1,127.8,False,Safe
2026-07-14 16:56:24.732085,7.34,9.3,177.0,1716.3,197.6,33.9,29.1,112.8,False,Safe
2026-07-14 16:56:54.732085,6.88,12.5,174.9,1574.5,204.3,25.3,33.0,131.2,False,Safe
2026-07-14 16:57:24.732085,7.03,19.1,179.2,1439.0,176.5,19.5,32.2,135.7,False,Safe
2026-07-14 16:57:54.732085,6.77,13.5,159.5,1565.7,135.9,22.0,30.7,131.6,False,Safe
2026-07-14 16:58:24.732085,6.86,16.2,178.4,1438.0,146.0,31.4,32.0,122.2,False,Safe
2026-07-14 16:58:54.732085,7.04,20.0,154.1,1427.6,123.4,12.0,28.0,131.7,False,Safe
2026-07-14 16:59:24.732085,6.94,17.3,157.9,1516.5,200.7,27.6,32.7,147.8,False,Safe
2026-07-14 16:59:54.732085,6.85,18.2,169.7,1573.4,178.3,36.0,30.5,108.8,False,Safe
2026-07-14 17:00:24.732085,6.67,21.7,172.0,1486.7,142.7,25.3,28.7,118.5,False,Safe
2026-07-14 17:00:54.732085,7.81,22.1,207.3,1742.5,153.4,33.4,27.9,141.7,False,Safe
2026-07-14 17:01:24.732085,6.95,16.6,147.6,1255.4,144.3,31.1,32.2,124.5,False,Safe
2026-07-14 17:01:54.732085,7.23,21.2,147.0,1360.3,135.3,36.5,32.1,97.0,False,Safe
2026-07-14 17:02:24.732085,6.48,13.5,160.6,1312.4,169.2,32.2,31.1,107.5,False,Safe
2026-07-14 17:02:54.732085,7.57,17.6,196.9,1610.6,170.5,30.2,31.3,119.9,False,Safe
2026-07-14 17:03:24.732085,7.15,18.8,178.4,1447.0,218.3,25.9,29.6,146.4,False,Safe
2026-07-14 17:03:54.732085,6.95,16.4,226.9,1389.8,162.9,30.2,33.0,134.3,False,Safe
2026-07-14 17:04:24.732085,6.96,16.0,168.9,1435.8,163.0,29.3,36.2,114.2,False,Safe
2026-07-14 17:04:54.732085,7.42,12.9,180.6,1371.4,203.1,27.1,27.9,135.6,False,Safe
2026-07-14 17:05:24.732085,6.08,16.8,174.2,1495.4,171.5,24.6,34.6,150.0,False,Safe
2026-07-14 17:05:54.732085,6.81,11.3,179.2,1367.7,153.6,28.9,32.3,104.3,False,Safe
2026-07-14 17:06:24.732085,7.05,16.5,153.4,1604.2,98.1,21.6,32.6,132.0,False,Safe
2026-07-14 17:06:54.732085,7.04,17.2,174.5,1486.6,128.2,25.9,33.3,126.8,False,Safe
2026-07-14 17:07:24.732085,7.98,19.6,144.2,1481.7,161.5,29.6,34.0,135.8,False,Safe
2026-07-14 17:07:54.732085,6.98,12.8,181.5,1359.1,176.6,34.0,31.6,107.8,False,Safe
2026-07-14 17:08:24.732085,7.45,18.0,183.6,1338.0,157.2,33.2,33.4,119.6,False,Safe
2026-07-14 17:08:54.732085,7.73,18.9,167.5,1437.4,179.3,25.0,31.2,126.4,False,Safe
2026-07-14 17:09:24.732085,7.34,16.8,156.0,1551.9,179.5,32.3,33.7,109.8,False,Safe
2026-07-14 17:09:54.732085,6.87,18.5,153.4,1482.0,169.0,21.3,30.4,107.4,False,Safe
2026-07-14 17:10:24.732085,6.66,17.9,148.8,1387.7,190.3,29.4,32.0,85.9,False,Safe
2026-07-14 17:10:54.732085,7.37,7.9,154.9,1475.3,202.9,31.8,33.1,109.7,False,Safe
2026-07-14 17:11:24.732085,7.68,13.8,235.8,1598.9,175.1,26.5,31.1,117.8,False,Safe
2026-07-14 17:11:54.732085,7.3,24.5,180.2,1641.2,162.8,28.8,31.4,115.1,False,Safe
2026-07-14 17:12:24.732085,7.53,19.3,166.6,1436.1,143.2,23.9,38.7,104.5,False,Safe
2026-07-14 17:12:54.732085,8.0,14.9,154.1,1656.5,182.2,25.6,30.7,135.4,False,Safe
2026-07-14 17:13:24.732085,7.37,18.3,168.4,1684.7,222.9,17.3,31.7,125.9,False,Safe
2026-07-14 17:13:54.732085,6.69,19.5,186.6,1560.3,237.5,28.2,31.7,131.8,False,Safe
2026-07-14 17:14:24.732085,7.11,22.4,185.2,1327.7,170.4,35.9,30.1,128.2,False,Safe
2026-07-14 17:14:54.732085,7.58,15.6,195.8,1582.0,115.5,25.6,30.0,119.5,False,Safe
2026-07-14 17:15:24.732085,7.01,14.8,196.4,1371.9,144.9,22.9,31.2,144.0,False,Safe
2026-07-14 17:15:54.732085,7.62,15.2,169.9,1419.3,173.3,29.2,33.8,127.9,False,Safe
2026-07-14 17:16:24.732085,7.09,15.0,153.1,1665.6,177.3,22.8,32.1,122.4,False,Safe
2026-07-14 17:16:54.732085,7.23,14.8,164.1,1594.3,186.0,38.6,31.0,132.1,False,Safe
2026-07-14 17:17:24.732085,6.99,17.7,189.9,1613.2,163.2,26.5,33.5,107.5,False,Safe
2026-07-14 17:17:54.732085,7.18,15.6,153.6,1713.0,157.9,27.5,31.0,120.3,False,Safe
2026-07-14 17:18:24.732085,7.2,16.9,222.7,1417.5,190.0,24.8,31.0,129.1,False,Safe
2026-07-14 17:18:54.732085,6.58,23.6,152.9,1459.4,178.9,26.4,30.2,112.9,False,Safe
2026-07-14 17:19:24.732085,6.99,13.7,182.8,1765.4,149.8,32.2,31.4,120.6,False,Safe
2026-07-14 17:19:54.732085,6.7,18.3,177.8,1453.8,168.6,30.0,31.5,115.6,False,Safe
2026-07-14 17:20:24.732085,6.97,13.1,190.1,1671.7,104.4,28.8,28.9,131.6,False,Safe
2026-07-14 17:20:54.732085,6.85,20.3,119.5,1669.5,162.8,31.3,35.7,147.1,False,Safe
2026-07-14 17:21:24.732085,7.5,21.0,194.9,1629.6,216.4,32.0,29.1,95.6,False,Safe
2026-07-14 17:21:54.732085,7.51,14.0,161.8,1562.6,173.2,31.1,33.8,106.9,False,Safe
2026-07-14 17:22:24.732085,7.34,14.7,149.6,1769.3,146.7,28.6,29.4,108.7,False,Safe
2026-07-14 17:22:54.732085,6.71,19.5,195.1,1595.6,218.6,29.2,31.9,123.2,False,Safe
2026-07-14 17:23:24.732085,7.11,16.1,125.4,1381.4,190.0,31.9,30.6,117.7,False,Safe
2026-07-14 17:23:54.732085,6.67,21.9,218.1,1644.5,190.5,27.7,32.2,117.3,False,Safe
2026-07-14 17:24:24.732085,7.09,12.8,174.9,1591.4,178.0,12.9,32.1,103.5,False,Safe
2026-07-14 17:24:54.732085,7.37,20.6,165.6,1565.8,169.8,26.5,31.3,121.7,False,Safe
2026-07-14 17:25:24.732085,7.49,24.7,137.6,1473.2,221.1,24.6,32.4,110.7,False,Safe
2026-07-14 17:25:54.732085,7.3,18.3,162.0,1524.2,190.5,30.7,33.9,114.7,False,Safe
2026-07-14 17:26:24.732085,7.58,14.7,198.4,1459.5,182.4,25.4,30.9,133.8,False,Safe
2026-07-14 17:26:54.732085,7.25,14.2,175.6,1449.5,233.5,32.8,32.3,85.9,False,Safe
2026-07-14 17:27:24.732085,7.08,16.4,183.0,1432.1,250.4,32.8,31.3,137.0,False,Safe
2026-07-14 17:27:54.732085,7.47,19.4,193.8,1370.9,144.4,26.1,31.3,127.3,False,Safe
2026-07-14 17:28:24.732085,7.46,11.7,147.3,1449.5,152.1,17.0,34.0,129.7,False,Safe
2026-07-14 17:28:54.732085,6.96,15.9,128.4,1462.5,137.8,29.4,33.8,109.4,False,Safe
2026-07-14 17:29:24.732085,7.27,17.5,143.2,1440.9,203.0,26.4,32.7,97.6,False,Safe
2026-07-14 17:29:54.732085,7.02,22.5,166.9,1796.7,240.7,21.7,32.7,141.0,False,Safe
2026-07-14 17:30:24.732085,6.41,23.6,161.2,1623.3,206.2,32.4,32.2,124.7,False,Safe
2026-07-14 17:30:54.732085,7.26,16.6,160.3,1789.0,221.7,25.2,32.7,137.1,False,Safe
2026-07-14 17:31:24.732085,6.67,13.3,179.0,1449.1,128.8,27.2,31.1,133.3,False,Safe
2026-07-14 17:31:54.732085,7.22,17.7,155.4,1440.3,229.6,21.0,30.7,134.5,False,Safe
2026-07-14 17:32:24.732085,6.57,17.9,139.6,1287.2,169.1,23.0,31.2,116.8,False,Safe
2026-07-14 17:32:54.732085,6.85,21.3,141.3,1575.1,168.4,22.8,33.2,120.8,False,Safe
2026-07-14 17:33:24.732085,6.95,15.6,181.4,1468.9,91.0,15.2,36.0,107.5,False,Safe
2026-07-14 17:33:54.732085,7.53,13.8,192.8,1769.2,99.6,28.1,34.7,96.7,False,Safe
2026-07-14 17:34:24.732085,6.93,17.2,200.7,1424.9,199.3,30.5,32.4,111.3,False,Safe
2026-07-14 17:34:54.732085,6.75,16.1,153.6,1493.7,163.7,22.9,34.1,110.0,False,Safe
2026-07-14 17:35:24.732085,7.25,16.1,170.0,1849.1,146.1,27.7,32.8,118.0,False,Safe
2026-07-14 17:35:54.732085,7.04,14.2,176.9,1513.6,172.9,21.4,36.3,131.2,False,Safe
2026-07-14 17:36:24.732085,7.39,12.9,172.4,1448.7,205.4,35.7,33.9,116.1,False,Safe
2026-07-14 17:36:54.732085,6.76,19.5,177.9,1695.3,141.7,32.1,31.8,140.4,False,Safe
2026-07-14 17:37:24.732085,7.19,18.3,181.3,1579.6,140.9,27.8,34.5,123.8,False,Safe
2026-07-14 17:37:54.732085,7.97,14.7,144.9,1613.5,201.2,29.0,34.3,104.2,False,Safe
2026-07-14 17:38:24.732085,7.03,20.3,148.1,1639.5,159.4,36.5,36.6,105.8,False,Safe
2026-07-14 17:38:54.732085,7.18,11.0,174.7,1779.3,154.6,23.5,33.1,138.1,False,Safe
2026-07-14 17:39:24.732085,6.56,16.1,139.7,1329.6,167.3,39.4,32.1,103.9,False,Safe
2026-07-14 17:39:54.732085,6.86,18.3,149.1,1360.9,166.0,37.6,31.0,86.1,False,Safe
2026-07-14 17:40:24.732085,7.31,21.4,169.1,1519.5,212.2,26.3,32.0,134.0,False,Safe
2026-07-14 17:40:54.732085,7.03,15.5,152.6,1723.1,170.7,34.3,32.4,118.8,False,Safe
2026-07-14 17:41:24.732085,7.35,21.4,174.2,1588.3,197.0,23.5,29.5,135.3,False,Safe
2026-07-14 17:41:54.732085,7.27,15.2,148.3,1250.5,181.8,33.0,29.5,121.7,False,Safe
2026-07-14 17:42:24.732085,6.67,20.4,105.9,1556.7,193.2,34.2,30.2,112.2,False,Safe
2026-07-14 17:42:54.732085,7.5,23.4,172.8,1766.5,116.5,25.7,29.5,152.2,False,Safe
2026-07-14 17:43:24.732085,6.7,14.0,163.0,1952.0,155.5,30.6,32.4,114.2,False,Safe
2026-07-14 17:43:54.732085,6.86,18.1,196.6,1651.9,235.0,27.9,33.4,112.2,False,Safe
2026-07-14 17:44:24.732085,7.19,19.5,156.5,1408.8,174.7,29.9,28.3,137.9,False,Safe
2026-07-14 17:44:54.732085,7.65,40.2,167.7,1585.6,160.8,14.4,33.4,119.8,True,Needs Treatment
2026-07-14 17:45:24.732085,6.74,58.1,155.5,1705.0,149.7,37.0,31.5,127.2,True,Needs Treatment
2026-07-14 17:45:54.732085,7.14,47.6,147.7,1462.2,157.1,30.4,31.1,97.1,True,Needs Treatment
2026-07-14 17:46:24.732085,7.13,44.7,154.3,1463.5,196.7,21.6,37.0,137.6,True,Needs Treatment
2026-07-14 17:46:54.732085,7.31,49.0,141.5,1893.0,219.2,26.6,34.2,108.2,True,Needs Treatment
2026-07-14 17:47:24.732085,7.47,48.3,168.8,1675.9,202.7,33.2,33.1,112.3,True,Needs Treatment
2026-07-14 17:47:54.732085,6.9,62.0,168.5,1753.4,171.1,52.0,32.7,131.9,True,Hazardous
2026-07-14 17:48:24.732085,7.42,53.5,141.7,1242.2,153.5,46.5,34.3,114.7,True,Needs Treatment
2026-07-14 17:48:54.732085,7.52,77.9,187.8,1393.0,162.0,28.7,31.1,111.0,True,Needs Treatment
2026-07-14 17:49:24.732085,7.67,47.8,149.4,1144.6,203.4,45.2,29.8,124.4,True,Needs Treatment
2026-07-14 17:49:54.732085,7.24,19.3,167.3,1537.8,145.0,41.5,30.6,136.8,True,Safe
2026-07-14 17:50:24.732085,7.15,17.1,189.0,1461.5,154.6,64.4,31.6,131.8,True,Needs Treatment
2026-07-14 17:50:54.732085,6.91,13.2,200.8,1635.6,132.9,51.4,30.1,140.8,True,Needs Treatment
